,created_at,text,lang,timestamp_ms,preprocessed,lemma stop
6170,Tue Aug 16 22:46:12 +0000 2022,@queenRobina @mishacollins Me too!!! 🙏🏻😊🌷,en,1660689972664, me too ,
6172,Wed Aug 17 00:42:29 +0000 2022,"@IECWolves_io #BridgingTheDivide Amazing project, fantastic community! What more could you possibly want? A debit card that gives you 10% cash back? IEC is doing that, too!  https://t.co/XiPw9pRNCE @joshuagates @johnkrasinski @mulaney @mishacollins @JDMorgan",en,1660696949665, amazing project fantastic community what more could you possibly want a debit card that gives you 10 cash back iec is doing that too ,amaze project fantastic community could possibly want debit card give 10 cash back iec
6174,Wed Aug 17 03:02:12 +0000 2022,"@mishacollins Thanks...  but it's August 😂

#AustraliaPost https://t.co/8gl2mxBdNm",en,1660705332658, thanks but it s august ,thank august
6176,Wed Aug 17 05:39:04 +0000 2022,Love you @mishacollins,en,1660714744660,love you ,love
6177,Wed Aug 17 08:10:04 +0000 2022,@skiizyph @mishacollins Wow maybe mine will come soon lol,en,1660723804660, wow maybe mine will come soon lol,wow maybe mine come soon lol
6184,Wed Aug 17 21:26:12 +0000 2022,"@queenRobina @mishacollins @jarpad ❤️❤️❤️ yes that would be amazing, we should plan something 😘",en,1660771572661, yes that would be amazing we should plan something ,yes would amaze plan something
6187,Thu Aug 18 06:10:44 +0000 2022,"Finally finished this one took forever  sweats after 

Misha and his 3 children @GISH 
Mosaic of @mishacollins #Maison #west @Alex8Calvert https://t.co/wv04YYbS4X",en,1660803044665,finally finished this one took forever sweats after misha and his 3 children mosaic of ,finally finish one take forever sweat misha 3 children mosaic
6189,Thu Aug 18 11:51:11 +0000 2022,"today is #BadPoetryDay, so have this bad haiku:

pals in my pocket 
(and one misha collins, too)
i adore you. boop. 🫵🏼",en,1660823471660,today is so have this bad haiku pals in my pocket and one misha collins too i adore you boop ,today bad haiku pal pocket one misha collins adore boop
6193,Thu Aug 18 16:37:59 +0000 2022,"""Gish’s first rule is to talk about Gish""🤪😉
Participating in HARSH is almost as much fun as doing items.
Thank you @mishacollins 😍
#GISH 
@GISH",en,1660840679659, gish s first rule is to talk about gish participating in harsh is almost as much fun as doing items thank you ,gish first rule talk gish participate harsh almost much fun items thank
6194,Thu Aug 18 19:00:28 +0000 2022,"@holdtheday @Michelle_Tj @mishacollins thank you, Heather ❤️❤️❤️",en,1660849228662, thank you heather ,thank heather
6197,Thu Aug 18 22:41:33 +0000 2022,@Cassbutt30 @mishacollins Happy birthday!!🥳,en,1660862493664, happy birthday ,happy birthday
6198,Thu Aug 18 23:47:52 +0000 2022,Maybe a little @mishacollins action?,en,1660866472666,maybe a little action ,maybe little action
6199,Fri Aug 19 13:08:11 +0000 2022,@brubsackles @fren74 @cw_spn @JensenAckles @jarpad @mishacollins @Alex8Calvert I think it would be s15 purely cause it has Baby there too.,en,1660914491664, i think it would be s15 purely cause it has baby there too ,think would s15 purely cause baby
6208,Sat Aug 20 04:44:41 +0000 2022,"Happy Birthday @mishacollins!💖 
You are a wonderful human being.
I wish you a lot of health, happiness and love.
I hope you will spend a beautiful day. 
I love you so much.💞   #HappyBirthdayMishaCollins https://t.co/IDFbXwqNTx",en,1660970681663,happy birthday you are a wonderful human being i wish you a lot of health happiness and love i hope you will spend a beautiful day i love you so much ,happy birthday wonderful human wish lot health happiness love hope spend beautiful day love much
6210,Sat Aug 20 04:59:36 +0000 2022,"Best wishes for a wonderful person! Happy birthday @mishacollins 
#MishaCollins #МишаКоллинз https://t.co/6SePWkgflx",en,1660971576663,best wishes for a wonderful person happy birthday ,best wish wonderful person happy birthday
6212,Sat Aug 20 05:14:51 +0000 2022,@mishacollins HAPPY HAPPY HAPPY BIRTHDAY TO YOU SO MUCH!!!!!!!!!!!!! I HOPE YOUR DAY IS AMAZING LIKE YOURSELF :) 🥳🥳🥳🥳🥳🥳🥳❤❤❤❤❤❤,en,1660972491666, happy happy happy birthday to you so much i hope your day is amazing like yourself ,happy happy happy birthday much hope day amaze like
6214,Sat Aug 20 05:33:28 +0000 2022,just texted you but that doesn't mean i can't spam you on here as well!! happy birthday my dude! i'm glad you're still around💞🥳 @mishacollins,en,1660973608664,just texted you but that doesn t mean i can t spam you on here as well happy birthday my dude i m glad you re still around ,texted mean spam well happy birthday dude glad still around
6215,Sat Aug 20 05:46:12 +0000 2022,BIRTHDAY BOYYYYY @mishacollins,en,1660974372659,birthday boyyyyy ,birthday boyyyyy
6221,Sat Aug 20 07:26:44 +0000 2022,"Happy Birthday @mishacollins!
Thank you for all that you did for my favorite character. Thank you for always trying to do good. Thank you for inspiring me to write again. I hope you feel loved and special always, but today especially. &lt;3 https://t.co/Qy2CdbvbKI",en,1660980404663,happy birthday thank you for all that you did for my favorite character thank you for always trying to do good thank you for inspiring me to write again i hope you feel loved and special always but today especially lt 3 ,happy birthday thank favorite character thank always try good thank inspire write hope feel love special always today especially lt 3
6222,Sat Aug 20 07:50:58 +0000 2022,"IT'S HIS DAY 🥳
#HappyBirthdayMishaCollins",en,1660981858664,it s his day ,day
6230,Sat Aug 20 12:31:51 +0000 2022,@Destielbabies67 @mishacollins @MelancholyPhoto Thank you!!!,en,1660998711664, thank you ,thank
6232,Sat Aug 20 13:11:45 +0000 2022,@mishacollins Welcome to 48 my dear!  It’s not too bad ;) Happy Birthday! https://t.co/7gBSNXu8uH,en,1661001105658, welcome to 48 my dear it s not too bad happy birthday ,welcome 48 dear bad happy birthday
6234,Sat Aug 20 13:24:01 +0000 2022,Happy birthday to this handsome angel! @mishacollins! I hope your birthday is as amazing as you are! https://t.co/6CKwLM23xn,en,1661001841665,happy birthday to this handsome angel i hope your birthday is as amazing as you are ,happy birthday handsome angel hope birthday amaze
6240,Sat Aug 20 14:02:50 +0000 2022,"Happy birthday to the guy who's attitude towards life inspired me to do what I want to do with my own.

Thank you, sincerely.
#HappyBirthdayMishaCollins https://t.co/qAiINKb9lc",en,1661004170665,happy birthday to the guy who s attitude towards life inspired me to do what i want to do with my own thank you sincerely ,happy birthday guy attitude towards life inspire want thank sincerely
6247,Sat Aug 20 14:25:35 +0000 2022,Happy birthday @mishacollins! #HappyBirthdayMishaCollins 💋,en,1661005535666,happy birthday ,happy birthday
6251,Sat Aug 20 15:22:49 +0000 2022,"@im_mon_ @mishacollins oh my goodness, thank you so, so much Mon!!! 😭❤️",en,1661008969658, oh my goodness thank you so so much mon ,oh goodness thank much mon
6252,Sat Aug 20 15:32:00 +0000 2022,Happy Birthday to my fellow weirdo @mishacollins . Thank you for the joy you bring to this world and for letting us be a part of your life and art https://t.co/vBY6PKZGZl,en,1661009520662,happy birthday to my fellow weirdo thank you for the joy you bring to this world and for letting us be a part of your life and art ,happy birthday fellow weirdo thank joy bring world let us part life art
6257,Sat Aug 20 15:53:05 +0000 2022,@mishacollins HAPPY BIRTHDAYY MISHAAAA LOV UUUU,en,1661010785660, happy birthdayy mishaaaa lov uuuu,happy birthdayy mishaaaa lov uuuu
6260,Sat Aug 20 16:13:16 +0000 2022,"#HappyBirthdayMishaCollins
MISHA 💙 YOU'RE A WONDERFUL HUMAN BEING YOU'RE SO GOOD AND YOU'RE SO KIND AND YOU'RE A JOY AND YOU'RE TRULY IMPOSSIBLE AND YOU HAVE THE MOST BEAUTIFUL SOUL AND THE WORLD IS A BRIGHTER PLACE BECAUSE OF YOU AND YOU INSPIRE US DAILY AND YOU'RE SO SE- https://t.co/Pq0WccWZav",en,1661011996659, misha you re a wonderful human being you re so good and you re so kind and you re a joy and you re truly impossible and you have the most beautiful soul and the world is a brighter place because of you and you inspire us daily and you re so se ,misha wonderful human good kind joy truly impossible beautiful soul world brighter place inspire us daily se
6264,Sat Aug 20 16:35:51 +0000 2022,"@mishacollins Birthday is a great holiday, bright and cheerful. Congratulations! We wish you well-being and love, good luck and prosperity! Always keep warm in your heart and boldly fulfill your dreams!

#HappyBirthdayMishaCollins #SPNFamily https://t.co/paXCsRuPgn",en,1661013351659, birthday is a great holiday bright and cheerful congratulations we wish you well being and love good luck and prosperity always keep warm in your heart and boldly fulfill your dreams ,birthday great holiday bright cheerful congratulations wish well love good luck prosperity always keep warm heart boldly fulfill dream
6265,Sat Aug 20 16:43:33 +0000 2022,@RandomActsOrg @mishacollins Happy birthday @mishacollins 🎉🎉❤️❤️💙💙,en,1661013813662, happy birthday ,happy birthday
6267,Sat Aug 20 17:22:53 +0000 2022,"@GISH @mishacollins Happy birthday misha, have a gish-tastic day x https://t.co/6C47UdKg3K",en,1661016173657, happy birthday misha have a gish tastic day x ,happy birthday misha gish tastic day x
6272,Sat Aug 20 18:05:49 +0000 2022,Happy birthday @mishacollins hope it’s the best one yet! ♥️,en,1661018749660,happy birthday hope it s the best one yet ,happy birthday hope best one yet
6284,Sat Aug 20 19:46:58 +0000 2022,@RobBenedict @mishacollins Happy birthday Mr. Collins,en,1661024818662, happy birthday mr collins,happy birthday mr collins
6287,Sat Aug 20 19:48:16 +0000 2022,"@mishacollins Hap birf, Mish! 🎉🖖",en,1661024896657, hap birf mish ,hap birf mish
6288,Sat Aug 20 20:12:58 +0000 2022,"@mishacollins You may have ""Things you still can't tell us"" but I have something I need to tell you. I'm wishing you the most blessed and love filled day. 💖 #HappyBirthdayMishaCollins https://t.co/pID8fVxli9",en,1661026378664, you may have things you still can t tell us but i have something i need to tell you i m wishing you the most blessed and love filled day ,may things still tell us something need tell wish bless love fill day
6289,Sat Aug 20 20:46:40 +0000 2022,"🎶Where is Misha? I don't know...🎶

#HappyBirthdayMishaCollins
#HappyBirthdayMisha",en,1661028400663, where is misha i don t know ,misha know
6294,Sat Aug 20 22:37:58 +0000 2022,@tfraser62 @mishacollins “Recent” or older? If so who’s story,en,1661035078665, recent or older if so who s story,recent older story
6297,Sat Aug 20 23:32:20 +0000 2022,@feliciaday @mishacollins It explains you both perfectly though 😘! Happy birthday Misha!,en,1661038340657, it explains you both perfectly though happy birthday misha ,explain perfectly though happy birthday misha
6298,Sat Aug 20 23:37:12 +0000 2022,Happy Birthday @mishacollins 🎂 🥳 🎉 I hope you have a wonderful day #HappyBirthdayMishaCollins #SPNFamily https://t.co/7H90H5IqFz,en,1661038632666,happy birthday i hope you have a wonderful day ,happy birthday hope wonderful day
6301,Sat Aug 20 23:57:26 +0000 2022,@RandomActsOrg @CasPlayedGuitar @mishacollins Happy birthday Misha!! Thank you for all that you are and all that you do 🥰🫶🏻🎉🎈🎁🎊🎂 💙,en,1661039846662, happy birthday misha thank you for all that you are and all that you do ,happy birthday misha thank
6303,Sun Aug 21 00:06:25 +0000 2022,"Signing off. It has been truly lovely to see so may heartfelt posts about Misha all over my timeline today. I hope Misha has had a great birthday, and I hope you've all had to good day. Goodnight 💙💙

#HappyMishaDay #HappyBirthdayMishaCollins #HappyBirthdayMisha https://t.co/gbzwsdISxq",en,1661040385664,signing off it has been truly lovely to see so may heartfelt posts about misha all over my timeline today i hope misha has had a great birthday and i hope you ve all had to good day goodnight ,sign truly lovely see may heartfelt post misha timeline today hope misha great birthday hope good day goodnight
6309,Sun Aug 21 01:19:51 +0000 2022,@LaurenTom9000 @mishacollins I second that!!! Happy Birthday @mishacollins I hope you have a great year and may you be blessed with many more 🎂🎂🎁🎁🎉🎉🥂🥂 cheers ❤❤.,en,1661044791664, i second that happy birthday i hope you have a great year and may you be blessed with many more cheers ,second happy birthday hope great year may bless many cheer
6311,Sun Aug 21 01:58:59 +0000 2022,@AmberCorwin42 @mishacollins Michelle why haven’t I ever seen this 🥹 you look so cute and your SMILE,en,1661047139661, michelle why haven t i ever seen this you look so cute and your smile,michelle ever see look cute smile
6315,Sun Aug 21 02:49:17 +0000 2022,happy birthday @mishacollins  hope you had a beautiful happy day 🫶🏽🫂,en,1661050157658,happy birthday hope you had a beautiful happy day ,happy birthday hope beautiful happy day
6318,Sun Aug 21 03:25:11 +0000 2022,@meg_hilburn @feliciaday @mishacollins Thanks! :),en,1661052311665, thanks ,thank
6321,Sun Aug 21 04:21:36 +0000 2022,Happy birthday @mishacollins. https://t.co/fHQKijyJue,en,1661055696661,happy birthday ,happy birthday
6322,Sun Aug 21 04:41:13 +0000 2022,@EkaGlzz @mishacollins @MagicMishka @Treena_Joyce @MariaSantocono @missdeejones32 @janeejames73 @PJMiranda7 @agift4misha @Lauriane974 @MCFanclub2022 @CasIsLoved Blame it on the new age SM and texting. Especially the amount of characters u can have on a Twitter tweet.,en,1661056873661, blame it on the new age sm and texting especially the amount of characters u can have on a twitter tweet ,blame new age sm texting especially amount character u twitter tweet
6330,Sun Aug 21 13:33:05 +0000 2022,@mandileaphotos @roxychickjr @Billy_Moran @mishacollins Mandi knows - she was there at the beginning 😀,en,1661088785665, mandi knows she was there at the beginning ,mandi know begin
6332,Sun Aug 21 14:18:59 +0000 2022,@mishacollins Happy Birthday https://t.co/PGostmcw8v,en,1661091539663, happy birthday ,happy birthday
6337,Sun Aug 21 19:38:53 +0000 2022,@imstephanieC @mishacollins I would never hype him up like that 😂😅,en,1661110733661, i would never hype him up like that ,would never hype like
6340,Sun Aug 21 20:43:43 +0000 2022,@mishacollins THEY DIE?,en,1661114623664, they die ,die
6349,Sun Aug 21 21:07:11 +0000 2022,"@tinkergibbs @mishacollins ABSOLUTELY. Listen, I'm here for this, I can see Moose as kind of a trendy fashionist, actually :D",en,1661116031666, absolutely listen i m here for this i can see moose as kind of a trendy fashionist actually d,absolutely listen see moose kind trendy fashionist actually
6355,Mon Aug 22 01:55:39 +0000 2022,#seashepherd shirt is @mishacollins you Amazing you know that right ? https://t.co/KLZ1ASdYbK,en,1661133339664, shirt is you amazing you know that right ,shirt amaze know right
6361,Mon Aug 22 06:37:00 +0000 2022,@seashelltweet @mishacollins @JensenAckles Awww! That’s an awesome op Shelly.,en,1661150220658, awww that s an awesome op shelly ,awww awesome op shelly
6366,Mon Aug 22 19:26:24 +0000 2022,"@mishacollins Oh, I figured out what's wrong with his hair. After all, he celebrated well after his birthday🤣🤣",en,1661196384664, oh i figured out what s wrong with his hair after all he celebrated well after his birthday ,oh figure wrong hair celebrate well birthday
6369,Mon Aug 22 21:25:52 +0000 2022,it kinda resembles you @mishacollins,en,1661203552657,it kinda resembles you ,kinda resemble
6376,Wed Aug 24 10:19:55 +0000 2022,"@jolauriang Having Misha Collins name on recall ✅️
Sharing Destiel memes ✅️",en,1661336395658, having misha collins name on recall sharing destiel memes ,misha collins name recall share destiel memes
6378,Wed Aug 24 11:50:42 +0000 2022,@tracikp30 @jarpad @JensenAckles @mishacollins @EW You are welcome ♥️,en,1661341842663, you are welcome ,welcome
6380,Wed Aug 24 17:01:12 +0000 2022,To everyone coming to Rome @JensenAckles @mishacollins @RuthieConnell @RobBenedict @adamrose @JeffreyVParise @mattcohen4real @jasonmanns and absolutely all the lovely #SPNFamily please have safe travels and I can't wait to see you all. Let's party #JIBCON12 😍😍😍😍😍😍,en,1661360472660,to everyone coming to rome and absolutely all the lovely please have safe travels and i can t wait to see you all let s party ,everyone come rome absolutely lovely please safe travel wait see let party
6381,Wed Aug 24 17:22:11 +0000 2022,@ILEAKF @se4realhinton @jarpad @JensenAckles @mishacollins @EW Very sweet,en,1661361731661, very sweet,sweet
6382,Thu Aug 25 00:12:15 +0000 2022,Misha Collins cursor,en,1661386335658,misha collins cursor,misha collins cursor
6385,Thu Aug 25 16:02:58 +0000 2022,Ok so this confirms @mishacollins by season 6,en,1661443378664,ok so this confirms by season 6,ok confirm season 6
6386,Thu Aug 25 16:22:20 +0000 2022,"@mishacollins Loved reading this book; “Some things I still can’t tell you” by @mishacollins my cat wanted to participate in holding the book from under as well, he very much approves of these poems (((: 
•
•
#mishacollins #mishacollinsbook #poetry #poems #poet https://t.co/cWq47cn6L9",en,1661444540663, loved reading this book some things i still can t tell you by my cat wanted to participate in holding the book from under as well he very much approves of these poems ,love read book things still tell cat want participate hold book well much approve poems
6389,Thu Aug 25 21:17:14 +0000 2022,@TheBoysTV @JDMorgan Jared Padalecki and Misha Collins are next hopefully,en,1661462234664, jared padalecki and misha collins are next hopefully,jar padalecki misha collins next hopefully
6396,Fri Aug 26 20:36:49 +0000 2022,@MonicaDPhoto @mishacollins @JusInBelloCon Beautiful,en,1661546209663, beautiful,beautiful
6399,Fri Aug 26 21:40:53 +0000 2022,@CasPlayedGuitar @CursedByCastiel @mishacollins @RobBenedict @RuthieConnell @jasonmanns Love this !! 💕💕💕,en,1661550053664, love this ,love
6415,Sat Aug 27 15:36:01 +0000 2022,@mishacollins Is this Misha,en,1661614561663, is this misha,misha
6418,Sat Aug 27 16:50:55 +0000 2022,@lindslecki @mishacollins you're so prettyyyy,en,1661619055657, you re so prettyyyy,prettyyyy
6420,Sat Aug 27 17:49:33 +0000 2022,"Look at this cutie 💙
#JIBCON12 #jib12 #MishaCollins https://t.co/g4Ygk77wgH",en,1661622573657,look at this cutie ,look cutie
6427,Sat Aug 27 22:55:28 +0000 2022,@superflick_ @mishacollins Very cool ❤️❤️❤️,en,1661640928665, very cool ,cool
6431,Sun Aug 28 01:47:10 +0000 2022,@CASDEANISM @mishacollins CUTIE!!! 💞💞💞💞,en,1661651230657, cutie ,cutie
6432,Sun Aug 28 02:02:56 +0000 2022,"@mishacollins Oh Misha, don't listen to anyone else. You are lovely from head to toe. Of course, your toes are lovely, too.  I just feel sorry for your injured toe. I wanna kiss your feet, one day if you only let me.",en,1661652176661, oh misha don t listen to anyone else you are lovely from head to toe of course your toes are lovely too i just feel sorry for your injured toe i wanna kiss your feet one day if you only let me ,oh misha listen anyone else lovely head toe course toe lovely feel sorry injure toe wanna kiss feet one day let
6436,Sun Aug 28 06:46:41 +0000 2022,@mishacollins friendly reminder that we love you and thank you for feeling so comfortable enough to share your struggles with us. Even though it probably wasn't easy. You're amazing and strong. Keep on fighting the good fight Misha ❤️,en,1661669201661, friendly reminder that we love you and thank you for feeling so comfortable enough to share your struggles with us even though it probably wasn t easy you re amazing and strong keep on fighting the good fight misha ,friendly reminder love thank feel comfortable enough share struggle us even though probably easy amaze strong keep fight good fight misha
6437,Sun Aug 28 08:23:24 +0000 2022,"Misha Collins
Jib12 Rome 
#jib12 @mishacollins https://t.co/3IqL31fm0Y",en,1661675004663,misha collins jib12 rome ,misha collins jib12 rome
6439,Sun Aug 28 11:24:41 +0000 2022,@marvfortytwo @mishacollins As he should have because this is incredible,en,1661685881661, as he should have because this is incredible,incredible
6444,Sun Aug 28 16:33:27 +0000 2022,I love all these people so much and I simply cannot wait to see some of them at #SPNDEN (where I will also be bringing one Misha Collins a pair of sleeves for my own emotional well-being thank you).,en,1661704407662,i love all these people so much and i simply cannot wait to see some of them at where i will also be bringing one misha collins a pair of sleeves for my own emotional well being thank you ,love people much simply cannot wait see also bring one misha collins pair sleeves emotional well thank
6447,Sun Aug 28 18:43:03 +0000 2022,"@buckcoded @mishacollins i hope he saw the video i made about misogyny and homophobia informing the forced feminization of castiel in fics, where the comment section was just top/bottom discourse",en,1661712183666, i hope he saw the video i made about misogyny and homophobia informing the forced feminization of castiel in fics where the comment section was just top bottom discourse,hope saw video make misogyny homophobia inform force feminization castiel fics comment section top bottom discourse
6452,Sun Aug 28 22:07:23 +0000 2022,@KariPeteSwitch @mishacollins Its pretty easy. Just laugh about it.,en,1661724443658, its pretty easy just laugh about it ,pretty easy laugh
6455,Mon Aug 29 01:11:42 +0000 2022,Good night moonlight @mishacollins https://t.co/BSsTH7Hplb,en,1661735502663,good night moonlight ,good night moonlight
6461,Mon Aug 29 13:05:40 +0000 2022,@primevideouk Stonehenge Apocolypse. When Misha Collins comes round (because he is going to fly from LA to London for a movie night with a complete stranger) I want to explain how he was robbed of an Oscar nomination 🤣🤣,en,1661778340663, stonehenge apocolypse when misha collins comes round because he is going to fly from la to london for a movie night with a complete stranger i want to explain how he was robbed of an oscar nomination ,stonehenge apocolypse misha collins come round go fly la london movie night complete stranger want explain rob oscar nomination
6464,Mon Aug 29 14:42:45 +0000 2022,@heyDe__ @missdeejones32 @mishacollins stop it. you are gorgeous...esp when you show your beautiful smile 💙 someone else needs to show his pearly whites a lil more often 😉,en,1661784165661, stop it you are gorgeous esp when you show your beautiful smile someone else needs to show his pearly whites a lil more often ,stop gorgeous esp show beautiful smile someone else need show pearly white lil often
6467,Mon Aug 29 17:29:16 +0000 2022,glen powell miles teller you will never be jensen ackles misha collins ‼️‼️‼️‼️‼️,en,1661794156657,glen powell miles teller you will never be jensen ackles misha collins ,glen powell miles teller never jensen ackles misha collins
6472,Mon Aug 29 20:25:47 +0000 2022,"Haha 😂🥰 
Love it @RealAdamRose &amp; @mishacollins",en,1661804747666,haha love it amp ,haha love amp
6479,Tue Aug 30 03:38:46 +0000 2022,@NorthernSprw @mishacollins Thank you for these💙💕,en,1661830726657, thank you for these ,thank
6480,Tue Aug 30 04:14:21 +0000 2022,"Behind the scenes on Season 8 - no spoilers...
Ms AMB 8/30/12 - 10 years ago today @jarpad @JensenAckles @mishacollins #supernatural https://t.co/yJv5LWhZjN",en,1661832861663,behind the scenes on season 8 no spoilers ms amb 8 30 12 10 years ago today ,behind scenes season 8 spoilers ms amb 8 30 12 10 years ago today
6482,Tue Aug 30 08:06:02 +0000 2022,"according to #midjourney's current test algorithm, these are pictures of ""Jensen Ackles with Jared Padalecki and Misha Collins"" https://t.co/Xl7xOkJDTg",en,1661846762665,according to s current test algorithm these are pictures of jensen ackles with jared padalecki and misha collins ,accord current test algorithm picture jensen ackles jar padalecki misha collins
6484,Tue Aug 30 09:09:40 +0000 2022,"@heyassbutt94 @mishacollins Umhh. Nah, I think the guys were just tired, they did everything to be here despite the busy schedule they have. About the gifts i don't know what they do with them, we can just hope for the best. But it's up to them.. 😉❤️",en,1661850580659, umhh nah i think the guys were just tired they did everything to be here despite the busy schedule they have about the gifts i don t know what they do with them we can just hope for the best but it s up to them ,umhh nah think guy tire everything despite busy schedule gift know hope best
6485,Tue Aug 30 09:21:24 +0000 2022,I love this @mishacollins https://t.co/NrgDJ7Xo0P,en,1661851284659,i love this ,love
6492,Tue Aug 30 16:38:20 +0000 2022,@thursdaysangell @mishacollins Hi there! Thank you for running this account! It genuinely makes me smile every day!! 🥰,en,1661877500664, hi there thank you for running this account it genuinely makes me smile every day ,hi thank run account genuinely make smile every day
6494,Tue Aug 30 19:31:01 +0000 2022,@danielleagst1 the first time i saw misha collins was in a 45 MINUTE MEET AND GREET and he walked in and i was like “that’s just some guy” but i see jensen ackles from across the room and literally start grinning and kicking my feet!!!!,en,1661887861665, the first time i saw misha collins was in a 45 minute meet and greet and he walked in and i was like that s just some guy but i see jensen ackles from across the room and literally start grinning and kicking my feet ,first time saw misha collins 45 minute meet greet walk like guy see jensen ackles across room literally start grin kick feet
6495,Tue Aug 30 19:42:46 +0000 2022,@RealAdamRose This should be a challenge who wore the blue sweater better Misha Collins or Jensen Ackles please let me know feel free to retweet this and please put like https://t.co/Y29dScxtGX,en,1661888566659, this should be a challenge who wore the blue sweater better misha collins or jensen ackles please let me know feel free to retweet this and please put like ,challenge wear blue sweater better misha collins jensen ackles please let know feel free retweet please put like
6508,Wed Aug 31 00:49:54 +0000 2022,@mishacollins Smart kid,en,1661906994662, smart kid,smart kid
6513,Wed Aug 31 01:56:15 +0000 2022,hey @mishacollins you said your 2020 year in review would come out this year … it’s almost september … https://t.co/j8Ku6wtJaK,en,1661910975660,hey you said your 2020 year in review would come out this year it s almost september ,hey say 2020 year review would come year almost september
6518,Wed Aug 31 08:19:28 +0000 2022,"#mishacollins has worn similar sweaters before. Why do these guys have such similar sweaters? Of course, the sweaters look good on them. 😆",en,1661933968664, has worn similar sweaters before why do these guys have such similar sweaters of course the sweaters look good on them ,wear similar sweaters guy similar sweaters course sweaters look good
6521,Wed Aug 31 15:37:04 +0000 2022,"@FITFsqud stan harry, louis, jensen ackles
supp gracie, camille rowe, misha collins",en,1661960224662, stan harry louis jensen ackles supp gracie camille rowe misha collins,stan harry louis jensen ackles supp gracie camille rowe misha collins
6523,Wed Aug 31 18:49:57 +0000 2022,@mishacollins yeah no he was still apart of  a country that brutalized mine not just last century but for most of my country's existence,en,1661971797666, yeah no he was still apart of a country that brutalized mine not just last century but for most of my country s existence,yeah still apart country brutalize mine last century country existence
6524,Wed Aug 31 18:55:54 +0000 2022,@Marlin19_89 @mishacollins i’m so glad no one can see my phone screen 😭,en,1661972154665, i m so glad no one can see my phone screen ,glad one see phone screen
6526,Wed Aug 31 21:17:39 +0000 2022,"PLEASE HELP PEOPLE OF PAKISTAN TOO
Donate to my @RandomActsOrg Fundraiser Page
https://t.co/geHqpEWvOu

Worst Flooding on Record. Have flooding and a WAR going on that is taking 1,000s of lives, etc 
Let's Help Them if you can
@randomacts @RAEventsTeam @mishacollins https://t.co/8OrwyQA3Pn",en,1661980659666,please help people of pakistan too donate to my fundraiser page worst flooding on record have flooding and a war going on that is taking 1 000s of lives etc let s help them if you can ,please help people pakistan donate fundraiser page worst flood record flood war go take 1 000s live etc let help
6538,Thu Sep 01 13:24:53 +0000 2022,@mishacollins it's happening,en,1662038693665, it s happening,happen
6540,Thu Sep 01 19:04:03 +0000 2022,@mishacollins This and every November. Always. 👊,en,1662059043658, this and every november always ,every november always
6541,Thu Sep 01 19:25:09 +0000 2022,@mishacollins i absolutely will be voting. always do. 🗳️,en,1662060309658, i absolutely will be voting always do ,absolutely vote always
6543,Thu Sep 01 22:28:42 +0000 2022,@mishacollins Definitely!!!,en,1662071322660, definitely ,definitely
6545,Fri Sep 02 01:50:55 +0000 2022,@Castiel_TFW @KansasRoad @mishacollins Uh. He was only there a few months and left because he was... wait for it... disillusioned.,en,1662083455658, uh he was only there a few months and left because he was wait for it disillusioned ,uh months leave wait disillusion
6547,Fri Sep 02 02:07:59 +0000 2022,@mishacollins Damn right!,en,1662084479658, damn right ,damn right
6549,Fri Sep 02 08:04:12 +0000 2022,@degreeinnotsmrt @mishacollins @jarpad @JensenAckles Thank You ❤️,en,1662105852657, thank you ,thank
6555,Fri Sep 02 19:27:32 +0000 2022,@super_normals @RealAdamRose @mishacollins thank you so much! ☺️,en,1662146852666, thank you so much ,thank much
6559,Sat Sep 03 06:42:42 +0000 2022,😂 you know @mishacollins I almost called my fitness trainer harvey 😂,en,1662187362664, you know i almost called my fitness trainer harvey ,know almost call fitness trainer harvey
6560,Sat Sep 03 07:43:15 +0000 2022,"@LostLonelyCas 
@mishacollins
(Ran out of space)",en,1662190995659, ran out of space ,run space
6561,Sat Sep 03 12:12:55 +0000 2022,❤️❤️❤️😍 love with all my heart and soul @mishacollins 💗💗💗😍💙💙💙💙💙💙💙💙💙💙💙💙,en,1662207175666, love with all my heart and soul ,love heart soul
6567,Sat Sep 03 22:31:03 +0000 2022,@MaineMish @mishacollins Uhhhh can't stop smiling. I love these,en,1662244263660, uhhhh can t stop smiling i love these,uhhhh stop smile love
6576,Sun Sep 04 16:43:25 +0000 2022,@mishacollins @staceyabrams This is so very awesome 👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼💯💯💯💯💯💯💯💯💯🌹💜🌹💜💯🌹💜💯💯 https://t.co/0LhSzA2usv,en,1662309805657, this is so very awesome ,awesome
6577,Sun Sep 04 16:48:43 +0000 2022,@mishacollins @staceyabrams It was fun to watch him writhing while she was speaking. You know he was holding something in.,en,1662310123666, it was fun to watch him writhing while she was speaking you know he was holding something in ,fun watch writhe speak know hold something
6587,Mon Sep 05 01:16:30 +0000 2022,My favorite part of @JensenAckles and @mishacollins panels from #JIBCon is Jensen’s completely genuine smile and laugh at things Misha says.,en,1662340590662,my favorite part of and panels from is jensen s completely genuine smile and laugh at things misha says ,favorite part panel jensen completely genuine smile laugh things misha say
6588,Mon Sep 05 02:57:47 +0000 2022,@mishacollins @Dodgers love the cap,en,1662346667666, love the cap,love cap
